WigleWifi-1.4,appRelease=2.26,model=HTC U11,release=7.1.1,device=htc_ocndugl,display=NMF26X release-keys,board=msm8998,brand=htc
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
84:16:f9:d7:2d:dc,TP-LINK_2DDC,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-11-05 13:44:23,5,-82,32.10466599,35.20652011,668.817138671875,5.360000133514404,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],2017-11-05 13:44:23,1,-79,32.10466599,35.20652011,668.817138671875,5.360000133514404,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],2017-11-05 13:44:25,1,-78,32.10464658,35.20652367,669.29150390625,5.360000133514404,WIFI
1c:b9:c4:15:0e:b8,Ariel_University,[ESS],2017-11-05 13:44:25,11,-78,32.10464658,35.20652367,669.29150390625,5.360000133514404,WIFI
e0:10:7f:1e:31:58,Ariel_University,[ESS],2017-11-05 13:44:29,1,-84,32.10459522,35.2065082,673.506103515625,5.360000133514404,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],2017-11-05 13:44:31,36,-86,32.10457131,35.2065055,672.992919921875,5.360000133514404,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],2017-11-05 13:44:31,36,-89,32.10457131,35.2065055,672.992919921875,5.360000133514404,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],2017-11-05 13:44:31,6,-87,32.10457131,35.2065055,672.992919921875,5.360000133514404,WIFI
ec:8c:a2:08:95:8c,Ariel_University,[ESS],2017-11-05 13:44:33,52,-79,32.10454495,35.20650849,675.0484619140625,5.360000133514404,WIFI
84:16:f9:d7:2d:dc,TP-LINK_2DDC,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-11-05 13:44:33,5,-77,32.10454495,35.20650849,675.0484619140625,5.360000133514404,WIFI
ec:8c:a2:09:8c:6c,Ariel_University,[ESS],2017-11-05 13:44:33,36,-83,32.10454495,35.20650849,675.0484619140625,5.360000133514404,WIFI
1c:b9:c4:95:44:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:33,36,-89,32.10454495,35.20650849,675.0484619140625,5.360000133514404,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],2017-11-05 13:44:33,11,-81,32.10454495,35.20650849,675.0484619140625,5.360000133514404,WIFI
f0:3e:90:04:df:c8,Ariel_University,[ESS],2017-11-05 13:44:35,6,-83,32.10451755,35.20649852,673.21923828125,5.360000133514404,WIFI
24:c9:a1:36:50:98,Ariel_University,[ESS],2017-11-05 13:44:35,1,-84,32.10451755,35.20649852,673.21923828125,5.360000133514404,WIFI
f0:b0:52:3e:d0:9c,Ariel_University,[ESS],2017-11-05 13:44:37,36,-91,32.10449411,35.20648846,671.4716796875,5.360000133514404,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-05 13:44:39,5,-86,32.1044621,35.20648165,671.940673828125,5.360000133514404,WIFI
ec:8c:a2:89:8c:67,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:39,36,-83,32.1044621,35.20648165,671.940673828125,5.360000133514404,WIFI
74:da:38:83:07:c4,Yana_Weriless_5EX,[WPA2-PSK-CCMP-preauth][WPS][ESS],2017-11-05 13:44:39,52,-89,32.1044621,35.20648165,671.940673828125,5.360000133514404,WIFI
8c:0c:90:2e:0f:c8,Ariel_University,[ESS],2017-11-05 13:44:39,11,-77,32.1044621,35.20648165,671.940673828125,5.360000133514404,WIFI
ec:8c:a2:08:a3:28,Ariel_University,[ESS],2017-11-05 13:44:41,11,-79,32.10444396,35.20647401,671.1883544921875,4.288000106811523,WIFI
00:25:86:cb:fd:f8,,[ESS],2017-11-05 13:44:42,9,-84,32.10443617,35.20647046,671.5972900390625,4.288000106811523,WIFI
00:25:86:cb:fd:f8,,[ESS],2017-11-05 13:44:45,9,-78,32.10439207,35.20649264,667.44677734375,4.288000106811523,WIFI
8c:0c:90:2f:cb:d8,Ariel_University,[ESS],2017-11-05 13:44:45,6,-71,32.10439207,35.20649264,667.44677734375,4.288000106811523,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],2017-11-05 13:44:45,58,-87,32.10439207,35.20649264,667.44677734375,4.288000106811523,WIFI
ec:8c:a2:26:d3:c8,Ariel_University,[ESS],2017-11-05 13:44:45,1,-83,32.10439207,35.20649264,667.44677734375,4.288000106811523,WIFI
14:ae:db:53:3f:a5,bz300683,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:46,6,-65,32.10437166,35.20650228,667.0013427734375,4.288000106811523,WIFI
06:ae:db:53:3f:a5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:46,6,-71,32.10437166,35.20650228,667.0013427734375,4.288000106811523,WIFI
e0:10:7f:1e:31:58,Ariel_University,[ESS],2017-11-05 13:44:46,1,-79,32.10437166,35.20650228,667.0013427734375,4.288000106811523,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:46,58,-87,32.10437166,35.20650228,667.0013427734375,4.288000106811523,WIFI
1c:b9:c4:95:fd:67,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:47,36,-90,32.10435593,35.20650187,664.6619873046875,4.288000106811523,WIFI
00:ec:0a:c6:64:7f,AAAAAEKPvmsAQwE+Almog,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:51,6,-70,32.10432806,35.20649266,663.1478271484375,4.288000106811523,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],2017-11-05 13:44:52,36,-89,32.1043179,35.20648733,663.721435546875,4.288000106811523,WIFI
f8:d1:11:77:77:fc,TP-LINK_7777FC,[ESS],2017-11-05 13:44:52,1,-83,32.1043179,35.20648733,663.721435546875,4.288000106811523,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],2017-11-05 13:44:54,1,-80,32.10430126,35.2064744,664.7537841796875,4.288000106811523,WIFI
24:c9:a1:33:3b:68,Ariel_University,[ESS],2017-11-05 13:44:54,6,-80,32.10430126,35.2064744,664.7537841796875,4.288000106811523,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],2017-11-05 13:44:56,6,-57,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],2017-11-05 13:44:56,44,-69,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],2017-11-05 13:44:56,36,-81,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],2017-11-05 13:44:56,36,-82,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],2017-11-05 13:44:56,1,-72,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
1c:b9:c4:15:44:38,Ariel_University,[ESS],2017-11-05 13:44:56,11,-69,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],2017-11-05 13:44:56,58,-78,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
1c:b9:c4:96:cc:a7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:56,44,-69,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
1c:b9:c4:96:ed:f7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:56,36,-82,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
c4:12:f5:f5:43:b2,Elay,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:56,10,-77,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],2017-11-05 13:44:56,44,-83,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],2017-11-05 13:44:56,6,-76,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
24:c9:a1:36:5d:28,Ariel_University,[ESS],2017-11-05 13:44:56,6,-76,32.1042813,35.20646452,664.65478515625,4.288000106811523,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],2017-11-05 13:44:58,44,-56,32.10426194,35.20646184,665.4766845703125,4.288000106811523,WIFI
1c:b9:c4:15:44:3c,Ariel_University,[ESS],2017-11-05 13:44:58,36,-71,32.10426194,35.20646184,665.4766845703125,4.288000106811523,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],2017-11-05 13:44:58,36,-76,32.10426194,35.20646184,665.4766845703125,4.288000106811523,WIFI
8c:0c:90:2e:0f:c8,Ariel_University,[ESS],2017-11-05 13:44:58,11,-71,32.10426194,35.20646184,665.4766845703125,4.288000106811523,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],2017-11-05 13:44:58,1,-70,32.10426194,35.20646184,665.4766845703125,4.288000106811523,WIFI
1c:b9:c4:96:cc:a7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:58,44,-56,32.10426194,35.20646184,665.4766845703125,4.288000106811523,WIFI
f8:d1:11:77:77:d6,masa2,[ESS],2017-11-05 13:44:58,6,-66,32.10426194,35.20646184,665.4766845703125,4.288000106811523,WIFI
1c:b9:c4:95:44:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:58,36,-71,32.10426194,35.20646184,665.4766845703125,4.288000106811523,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],2017-11-05 13:44:58,36,-84,32.10426194,35.20646184,665.4766845703125,4.288000106811523,WIFI
8c:0c:90:2f:cb:d8,Ariel_University,[ESS],2017-11-05 13:45:00,6,-66,32.10424405,35.20646571,664.2921142578125,4.288000106811523,WIFI
1c:b9:c4:96:04:d7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:00,58,-74,32.10424405,35.20646571,664.2921142578125,4.288000106811523,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],2017-11-05 13:45:02,36,-71,32.10422586,35.20646971,664.9918212890625,4.288000106811523,WIFI
24:c9:a1:36:5b:78,Ariel_University,[ESS],2017-11-05 13:45:02,11,-79,32.10422586,35.20646971,664.9918212890625,4.288000106811523,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],2017-11-05 13:45:04,36,-60,32.10420362,35.2064641,666.1756591796875,4.288000106811523,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],2017-11-05 13:45:04,1,-63,32.10420362,35.2064641,666.1756591796875,4.288000106811523,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],2017-11-05 13:45:04,11,-69,32.10420362,35.2064641,666.1756591796875,4.288000106811523,WIFI
1c:b9:c4:96:ed:f7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:04,36,-61,32.10420362,35.2064641,666.1756591796875,4.288000106811523,WIFI
1c:b9:c4:16:ed:fc,Ariel_University,[ESS],2017-11-05 13:45:06,36,-55,32.1041881,35.20645961,667.20947265625,4.288000106811523,WIFI
1c:b9:c4:16:ed:f8,Ariel_University,[ESS],2017-11-05 13:45:06,1,-50,32.1041881,35.20645961,667.20947265625,4.288000106811523,WIFI
1c:b9:c4:96:ed:f7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:06,36,-55,32.1041881,35.20645961,667.20947265625,4.288000106811523,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],2017-11-05 13:45:06,36,-75,32.1041881,35.20645961,667.20947265625,4.288000106811523,WIFI
ec:8c:a2:08:a3:2c,Ariel_University,[ESS],2017-11-05 13:45:06,36,-91,32.1041881,35.20645961,667.20947265625,4.288000106811523,WIFI
e0:10:7f:1e:31:58,Ariel_University,[ESS],2017-11-05 13:45:08,1,-70,32.10416749,35.20645468,668.449462890625,4.288000106811523,WIFI
ec:8c:a2:08:a3:28,Ariel_University,[ESS],2017-11-05 13:45:08,11,-72,32.10416749,35.20645468,668.449462890625,4.288000106811523,WIFI
ec:8c:a2:88:a3:27,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:10,36,-87,32.10414651,35.20645111,668.76806640625,4.288000106811523,WIFI
ec:8c:a2:08:a3:28,Ariel_University,[ESS],2017-11-05 13:45:12,11,-55,32.104124,35.20644182,669.197021484375,5.360000133514404,WIFI
ac:e0:10:b6:a5:38,DIRECT-YWDESKTOP-H0GJ5M2msMY,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-11-05 13:45:12,11,-70,32.104124,35.20644182,669.197021484375,5.360000133514404,WIFI
1c:b9:c4:16:ec:58,Ariel_University,[ESS],2017-11-05 13:45:12,6,-66,32.104124,35.20644182,669.197021484375,5.360000133514404,WIFI
1c:b9:c4:16:ec:5c,Ariel_University,[ESS],2017-11-05 13:45:12,44,-85,32.104124,35.20644182,669.197021484375,5.360000133514404,WIFI
e0:10:7f:1a:9d:88,Ariel_University,[ESS],2017-11-05 13:45:12,11,-79,32.104124,35.20644182,669.197021484375,5.360000133514404,WIFI
ec:8c:a2:08:a3:2c,Ariel_University,[ESS],2017-11-05 13:45:14,36,-83,32.10410446,35.20643335,667.30908203125,4.288000106811523,WIFI
1c:b9:c4:16:ec:5c,Ariel_University,[ESS],2017-11-05 13:45:14,44,-79,32.10410446,35.20643335,667.30908203125,4.288000106811523,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:14,8,-69,32.10410446,35.20643335,667.30908203125,4.288000106811523,WIFI
1c:b9:c4:96:ec:57,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:14,44,-79,32.10410446,35.20643335,667.30908203125,4.288000106811523,WIFI
ec:8c:a2:08:a1:38,Ariel_University,[ESS],2017-11-05 13:45:14,1,-71,32.10410446,35.20643335,667.30908203125,4.288000106811523,WIFI
ec:8c:a2:08:a1:3c,Ariel_University,[ESS],2017-11-05 13:45:14,44,-84,32.10410446,35.20643335,667.30908203125,4.288000106811523,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-05 13:45:14,44,-89,32.10410446,35.20643335,667.30908203125,4.288000106811523,WIFI
ec:8c:a2:08:a3:2c,Ariel_University,[ESS],2017-11-05 13:45:16,36,-75,32.10408775,35.20643642,665.8446044921875,4.288000106811523,WIFI
58:7f:66:73:59:f4,HUAWEI_G7_5BE4,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:16,6,-73,32.10408775,35.20643642,665.8446044921875,4.288000106811523,WIFI
ec:8c:a2:88:a1:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:16,44,-83,32.10408775,35.20643642,665.8446044921875,4.288000106811523,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:16,44,-86,32.10408775,35.20643642,665.8446044921875,4.288000106811523,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],2017-11-05 13:45:16,11,-72,32.10408775,35.20643642,665.8446044921875,4.288000106811523,WIFI
ec:8c:a2:08:a3:b8,Ariel_University,[ESS],2017-11-05 13:45:16,11,-80,32.10408775,35.20643642,665.8446044921875,4.288000106811523,WIFI
ec:8c:a2:88:a3:27,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:18,36,-74,32.10407134,35.2064494,665.5888671875,4.288000106811523,WIFI
1c:b9:c4:16:ec:58,Ariel_University,[ESS],2017-11-05 13:45:18,6,-58,32.10407134,35.2064494,665.5888671875,4.288000106811523,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],2017-11-05 13:45:18,6,-72,32.10407134,35.2064494,665.5888671875,4.288000106811523,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-11-05 13:45:18,2,-76,32.10407134,35.2064494,665.5888671875,4.288000106811523,WIFI
ec:8c:a2:09:8c:7c,Ariel_University,[ESS],2017-11-05 13:45:18,48,-88,32.10407134,35.2064494,665.5888671875,4.288000106811523,WIFI
ec:8c:a2:08:a1:3c,Ariel_University,[ESS],2017-11-05 13:45:22,44,-74,32.10404564,35.20648796,666.2001953125,3.2160000801086426,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],2017-11-05 13:45:22,1,-75,32.10404564,35.20648796,666.2001953125,3.2160000801086426,WIFI
ec:8c:a2:08:a3:2c,Ariel_University,[ESS],2017-11-05 13:45:24,36,-67,32.10403644,35.20651303,665.427978515625,3.2160000801086426,WIFI
ec:8c:a2:88:a1:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:24,44,-75,32.10403644,35.20651303,665.427978515625,3.2160000801086426,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],2017-11-05 13:45:24,36,-86,32.10403644,35.20651303,665.427978515625,3.2160000801086426,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],2017-11-05 13:45:26,36,-87,32.10402593,35.2065444,664.94873046875,3.2160000801086426,WIFI
24:c9:a1:36:52:f8,Ariel_University,[ESS],2017-11-05 13:45:26,1,-82,32.10402593,35.2065444,664.94873046875,3.2160000801086426,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-05 13:45:28,44,-84,32.10400767,35.20657404,665.061767578125,3.2160000801086426,WIFI
ec:8c:a2:09:8c:7c,Ariel_University,[ESS],2017-11-05 13:45:28,48,-83,32.10400767,35.20657404,665.061767578125,3.2160000801086426,WIFI
02:1a:11:f0:9f:68,HUAWEI_P9_226D,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:28,6,-82,32.10400767,35.20657404,665.061767578125,3.2160000801086426,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:30,8,-62,32.10398992,35.20659955,663.970703125,3.2160000801086426,WIFI
ec:8c:a2:08:a1:38,Ariel_University,[ESS],2017-11-05 13:45:30,1,-64,32.10398992,35.20659955,663.970703125,3.2160000801086426,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-05 13:45:30,5,-69,32.10398992,35.20659955,663.970703125,3.2160000801086426,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-11-05 13:45:32,2,-70,32.10398034,35.20661607,663.984130859375,4.288000106811523,WIFI
ec:8c:a2:09:8c:7c,Ariel_University,[ESS],2017-11-05 13:45:34,48,-75,32.1039698,35.20662962,665.1661376953125,3.2160000801086426,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],2017-11-05 13:45:36,36,-80,32.1039621,35.20664279,664.591064453125,3.2160000801086426,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-05 13:45:36,5,-59,32.1039621,35.20664279,664.591064453125,3.2160000801086426,WIFI
d4:61:2e:1b:37:9f,HUAWEI_RIO_9458,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 13:45:36,6,-75,32.1039621,35.20664279,664.591064453125,3.2160000801086426,WIFI
1c:b9:c4:16:ec:5c,Ariel_University,[ESS],2017-11-05 13:45:38,44,-70,32.10395016,35.20666306,666.7005615234375,3.2160000801086426,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-11-05 13:45:38,2,-61,32.10395016,35.20666306,666.7005615234375,3.2160000801086426,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-05 13:45:38,11,-69,32.10395016,35.20666306,666.7005615234375,3.2160000801086426,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],2017-11-05 13:45:40,1,-78,32.10394413,35.20667415,668.162353515625,3.2160000801086426,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],2017-11-05 13:45:40,1,-81,32.10394413,35.20667415,668.162353515625,3.2160000801086426,WIFI
1c:b9:c4:16:18:78,Ariel_University,[ESS],2017-11-05 13:45:42,11,-78,32.10393814,35.20669355,667.6861572265625,4.288000106811523,WIFI
1c:b9:c4:16:18:7c,Ariel_University,[ESS],2017-11-05 13:45:42,40,-89,32.10393814,35.20669355,667.6861572265625,4.288000106811523,WIFI
70:5a:0f:5c:b0:0b,DIRECT-80-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:44,6,-80,32.10393629,35.2067194,667.5655517578125,4.288000106811523,WIFI
42501_7213_5475842,Partner,UNKNOWN;il,2017-11-05 13:45:44,0,-113,32.10393629,35.2067194,667.5655517578125,4.288000106811523,GSM
1c:b9:c4:96:06:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:46,36,-83,32.10394485,35.20673602,668.218505859375,4.288000106811523,WIFI
24:c9:a1:36:5d:28,Ariel_University,[ESS],2017-11-05 13:45:46,6,-70,32.10394485,35.20673602,668.218505859375,4.288000106811523,WIFI
ec:8c:a2:09:84:f8,Ariel_University,[ESS],2017-11-05 13:45:46,1,-79,32.10394485,35.20673602,668.218505859375,4.288000106811523,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],2017-11-05 13:45:48,44,-79,32.10393838,35.20675564,668.686767578125,4.288000106811523,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:48,44,-81,32.10393838,35.20675564,668.686767578125,4.288000106811523,WIFI
ec:8c:a2:88:a3:b7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:49,52,-84,32.1039352,35.20676237,667.813232421875,4.288000106811523,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:49,36,-86,32.1039352,35.20676237,667.813232421875,4.288000106811523,WIFI
1c:b9:c4:96:18:77,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:49,40,-88,32.1039352,35.20676237,667.813232421875,4.288000106811523,WIFI
ec:8c:a2:08:a3:bc,Ariel_University,[ESS],2017-11-05 13:45:49,52,-84,32.1039352,35.20676237,667.813232421875,4.288000106811523,WIFI
24:c9:a1:35:aa:88,Ariel_University,[ESS],2017-11-05 13:45:49,1,-83,32.1039352,35.20676237,667.813232421875,4.288000106811523,WIFI
24:c9:a1:36:52:f8,Ariel_University,[ESS],2017-11-05 13:45:51,1,-76,32.10392535,35.2067806,666.8101806640625,4.288000106811523,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],2017-11-05 13:45:51,11,-65,32.10392535,35.2067806,666.8101806640625,4.288000106811523,WIFI
d4:61:2e:1b:37:9f,HUAWEI_RIO_9458,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 13:45:51,6,-70,32.10392535,35.2067806,666.8101806640625,4.288000106811523,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],2017-11-05 13:45:53,1,-74,32.10392357,35.20679119,664.849853515625,4.288000106811523,WIFI
ec:8c:a2:89:8c:77,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:53,48,-86,32.10392357,35.20679119,664.849853515625,4.288000106811523,WIFI
1c:b9:c4:16:18:78,Ariel_University,[ESS],2017-11-05 13:45:55,11,-70,32.10391731,35.20680698,663.99658203125,5.360000133514404,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],2017-11-05 13:45:57,36,-82,32.10391001,35.2068203,663.064453125,5.360000133514404,WIFI
a0:8c:fd:0a:14:5b,DIRECT-F1-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:57,6,-82,32.10391001,35.2068203,663.064453125,5.360000133514404,WIFI
ec:8c:a2:08:7a:1c,Ariel_University,[ESS],2017-11-05 13:45:57,48,-88,32.10391001,35.2068203,663.064453125,5.360000133514404,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],2017-11-05 13:45:59,1,-68,32.10390537,35.20683145,660.9122314453125,5.360000133514404,WIFI
1c:b9:c4:16:18:7c,Ariel_University,[ESS],2017-11-05 13:45:59,40,-79,32.10390537,35.20683145,660.9122314453125,5.360000133514404,WIFI
1c:b9:c4:96:18:77,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:45:59,40,-80,32.10390537,35.20683145,660.9122314453125,5.360000133514404,WIFI
00:27:22:f3:e1:da,,[ESS],2017-11-05 13:46:01,6,-71,32.10389996,35.20683888,660.27978515625,5.360000133514404,WIFI
a0:8c:fd:0a:14:5b,DIRECT-F1-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-05 13:46:03,6,-71,32.10389274,35.20684768,662.104248046875,5.360000133514404,WIFI
1c:b9:c4:15:1f:58,Ariel_University,[ESS],2017-11-05 13:46:03,11,-70,32.10389274,35.20684768,662.104248046875,5.360000133514404,WIFI
1c:b9:c4:15:1f:5c,Ariel_University,[ESS],2017-11-05 13:46:03,44,-87,32.10389274,35.20684768,662.104248046875,5.360000133514404,WIFI
70:5a:0f:5c:b0:0b,DIRECT-80-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-05 13:46:05,6,-72,32.10387889,35.20685917,663.9967041015625,4.288000106811523,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],2017-11-05 13:46:07,1,-75,32.10385836,35.2068715,664.7471923828125,4.288000106811523,WIFI
f8:d1:11:77:77:fc,TP-LINK_7777FC,[ESS],2017-11-05 13:46:07,1,-78,32.10385836,35.2068715,664.7471923828125,4.288000106811523,WIFI
24:c9:a1:33:3c:68,Ariel_University,[ESS],2017-11-05 13:46:09,1,-78,32.10384033,35.20688237,666.366943359375,4.288000106811523,WIFI
ec:8c:a2:08:a3:bc,Ariel_University,[ESS],2017-11-05 13:46:11,52,-77,32.10382386,35.20688684,667.552734375,4.288000106811523,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],2017-11-05 13:46:11,11,-61,32.10382386,35.20688684,667.552734375,4.288000106811523,WIFI
3c:52:82:ef:d4:1e,DIRECT-1D-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS][P2P],2017-11-05 13:46:13,6,-77,32.1038153,35.206893,667.455810546875,4.288000106811523,WIFI
ec:8c:a2:09:84:fc,Ariel_University,[ESS],2017-11-05 13:46:13,36,-89,32.1038153,35.206893,667.455810546875,4.288000106811523,WIFI
00:27:19:e3:2d:fe,AUC_51_3,[ESS],2017-11-05 13:46:13,1,-83,32.1038153,35.206893,667.455810546875,4.288000106811523,WIFI
ec:8c:a2:88:a3:b7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:46:16,52,-75,32.10379371,35.20692224,671.417236328125,4.288000106811523,WIFI
ec:8c:a2:08:7a:1c,Ariel_University,[ESS],2017-11-05 13:46:16,48,-76,32.10379371,35.20692224,671.417236328125,4.288000106811523,WIFI
ec:8c:a2:09:84:f8,Ariel_University,[ESS],2017-11-05 13:46:16,1,-72,32.10379371,35.20692224,671.417236328125,4.288000106811523,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],2017-11-05 13:46:16,1,-68,32.10379371,35.20692224,671.417236328125,4.288000106811523,WIFI
1c:b9:c4:15:36:78,Ariel_University,[ESS],2017-11-05 13:46:16,1,-82,32.10379371,35.20692224,671.417236328125,4.288000106811523,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],2017-11-05 13:46:18,11,-56,32.10376948,35.20692714,671.5118408203125,4.288000106811523,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],2017-11-05 13:46:18,1,-68,32.10376948,35.20692714,671.5118408203125,4.288000106811523,WIFI
ec:8c:a2:88:7a:17,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:46:18,48,-79,32.10376948,35.20692714,671.5118408203125,4.288000106811523,WIFI
30:e1:71:0d:e0:57,DIRECT-56-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-05 13:46:18,6,-78,32.10376948,35.20692714,671.5118408203125,4.288000106811523,WIFI
