WigleWifi-1.4,appRelease=2.26,model=HTC U11,release=7.1.1,device=htc_ocndugl,display=NMF26X release-keys,board=msm8998,brand=htc
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
f0:3e:90:05:03:68,Ariel_University,[ESS],2017-11-05 13:42:40,6,-85,32.10552368,35.20591579,659.5166015625,5.360000133514404,WIFI
ec:8c:a2:08:a4:38,Ariel_University,[ESS],2017-11-05 13:42:42,11,-74,32.10551194,35.20594581,659.6053466796875,5.360000133514404,WIFI
f0:3e:90:04:f5:2c,Ariel_University,[ESS],2017-11-05 13:42:42,36,-85,32.10551194,35.20594581,659.6053466796875,5.360000133514404,WIFI
f0:3e:90:05:03:6c,Ariel_University,[ESS],2017-11-05 13:42:42,44,-87,32.10551194,35.20594581,659.6053466796875,5.360000133514404,WIFI
ec:8c:a2:08:a2:48,Ariel_University,[ESS],2017-11-05 13:42:42,6,-90,32.10551194,35.20594581,659.6053466796875,5.360000133514404,WIFI
f0:b0:52:be:d9:b7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:42:44,36,-84,32.10549381,35.20597622,658.258544921875,5.360000133514404,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-11-05 13:42:44,1,-70,32.10549381,35.20597622,658.258544921875,5.360000133514404,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],2017-11-05 13:42:44,44,-86,32.10549381,35.20597622,658.258544921875,5.360000133514404,WIFI
ec:8c:a2:08:a4:3c,Ariel_University,[ESS],2017-11-05 13:42:44,36,-90,32.10549381,35.20597622,658.258544921875,5.360000133514404,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],2017-11-05 13:42:46,1,-52,32.10548288,35.20599364,657.776611328125,5.360000133514404,WIFI
f0:3e:90:04:ff:78,Ariel_University,[ESS],2017-11-05 13:42:46,6,-76,32.10548288,35.20599364,657.776611328125,5.360000133514404,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],2017-11-05 13:42:46,48,-87,32.10548288,35.20599364,657.776611328125,5.360000133514404,WIFI
ec:8c:a2:88:a4:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:42:48,36,-86,32.10547404,35.20601095,657.3232421875,5.360000133514404,WIFI
8c:0c:90:2f:ca:98,Ariel_University,[ESS],2017-11-05 13:42:48,6,-81,32.10547404,35.20601095,657.3232421875,5.360000133514404,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],2017-11-05 13:42:48,5,-84,32.10547404,35.20601095,657.3232421875,5.360000133514404,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],2017-11-05 13:42:50,1,-46,32.10547284,35.20601984,657.63232421875,6.432000160217285,WIFI
f0:b0:52:3e:ca:3c,Ariel_University,[ESS],2017-11-05 13:42:50,48,-85,32.10547284,35.20601984,657.63232421875,6.432000160217285,WIFI
f0:b0:52:be:c8:07,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:42:50,44,-84,32.10547284,35.20601984,657.63232421875,6.432000160217285,WIFI
f0:b0:52:be:ca:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:42:50,48,-85,32.10547284,35.20601984,657.63232421875,6.432000160217285,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-11-05 13:42:50,6,-84,32.10547284,35.20601984,657.63232421875,6.432000160217285,WIFI
ec:8c:a2:08:aa:d8,Ariel_University,[ESS],2017-11-05 13:42:50,6,-85,32.10547284,35.20601984,657.63232421875,6.432000160217285,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-11-05 13:42:52,1,-66,32.10547162,35.2060276,655.640380859375,6.432000160217285,WIFI
f0:b0:52:3e:c8:18,Ariel_University,[ESS],2017-11-05 13:42:52,11,-74,32.10547162,35.2060276,655.640380859375,6.432000160217285,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],2017-11-05 13:42:52,6,-87,32.10547162,35.2060276,655.640380859375,6.432000160217285,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2017-11-05 13:42:54,11,-64,32.10546083,35.20603101,653.335205078125,7.504000186920166,WIFI
f0:b0:52:3e:ca:dc,Ariel_University,[ESS],2017-11-05 13:42:54,36,-87,32.10546083,35.20603101,653.335205078125,7.504000186920166,WIFI
f0:b0:52:3e:ca:3c,Ariel_University,[ESS],2017-11-05 13:42:56,48,-80,32.10545207,35.20603174,650.3497314453125,7.504000186920166,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-11-05 13:42:56,1,-63,32.10545207,35.20603174,650.3497314453125,7.504000186920166,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-11-05 13:42:56,6,-84,32.10545207,35.20603174,650.3497314453125,7.504000186920166,WIFI
14:ae:db:52:51:55,abadi1,[WPA2-PSK-CCMP][ESS],2017-11-05 13:42:58,6,-71,32.10544316,35.20602999,648.967529296875,7.504000186920166,WIFI
ec:8c:a2:08:a4:38,Ariel_University,[ESS],2017-11-05 13:42:58,11,-63,32.10544316,35.20602999,648.967529296875,7.504000186920166,WIFI
ec:8c:a2:08:a4:3c,Ariel_University,[ESS],2017-11-05 13:42:58,36,-82,32.10544316,35.20602999,648.967529296875,7.504000186920166,WIFI
8c:0c:90:2e:17:b8,Ariel_University,[ESS],2017-11-05 13:42:58,6,-72,32.10544316,35.20602999,648.967529296875,7.504000186920166,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-11-05 13:42:58,1,-57,32.10544316,35.20602999,648.967529296875,7.504000186920166,WIFI
8c:0c:90:2e:e8:28,Ariel_University,[ESS],2017-11-05 13:42:58,1,-77,32.10544316,35.20602999,648.967529296875,7.504000186920166,WIFI
06:ae:db:52:51:55,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:00,6,-69,32.10543611,35.20602724,648.807861328125,7.504000186920166,WIFI
f0:b0:52:be:ca:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:00,48,-80,32.10543611,35.20602724,648.807861328125,7.504000186920166,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],2017-11-05 13:43:00,6,-80,32.10543611,35.20602724,648.807861328125,7.504000186920166,WIFI
f0:b0:52:be:ca:d7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:00,36,-81,32.10543611,35.20602724,648.807861328125,7.504000186920166,WIFI
f0:b0:52:be:d9:b7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:02,36,-79,32.1054209,35.20603234,649.029052734375,7.504000186920166,WIFI
f0:b0:52:3e:ca:dc,Ariel_University,[ESS],2017-11-05 13:43:02,36,-81,32.1054209,35.20603234,649.029052734375,7.504000186920166,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-11-05 13:43:02,6,-75,32.1054209,35.20603234,649.029052734375,7.504000186920166,WIFI
8c:0c:90:2f:ce:08,Ariel_University,[ESS],2017-11-05 13:43:02,6,-79,32.1054209,35.20603234,649.029052734375,7.504000186920166,WIFI
14:ae:db:52:51:55,abadi1,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:04,6,-66,32.10539567,35.20604756,650.751708984375,6.432000160217285,WIFI
1c:b9:c4:95:fd:67,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:04,36,-88,32.10539567,35.20604756,650.751708984375,6.432000160217285,WIFI
c4:e9:84:d0:40:61,kar140_5GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 13:43:04,40,-90,32.10539567,35.20604756,650.751708984375,6.432000160217285,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],2017-11-05 13:43:04,36,-90,32.10539567,35.20604756,650.751708984375,6.432000160217285,WIFI
ec:8c:a2:08:a4:3c,Ariel_University,[ESS],2017-11-05 13:43:06,36,-77,32.10537491,35.20606132,651.0283203125,6.432000160217285,WIFI
ec:8c:a2:88:a4:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:06,36,-77,32.10537491,35.20606132,651.0283203125,6.432000160217285,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],2017-11-05 13:43:06,6,-83,32.10537491,35.20606132,651.0283203125,6.432000160217285,WIFI
42501_7213_5475842,Partner,UNKNOWN;il,2017-11-05 13:43:06,0,-113,32.10537491,35.20606132,651.0283203125,6.432000160217285,GSM
8c:0c:90:2f:ce:08,Ariel_University,[ESS],2017-11-05 13:43:08,6,-72,32.10534631,35.20608896,655.547119140625,6.432000160217285,WIFI
ec:8c:a2:08:a2:48,Ariel_University,[ESS],2017-11-05 13:43:08,6,-84,32.10534631,35.20608896,655.547119140625,6.432000160217285,WIFI
f0:b0:52:3e:d9:bc,Ariel_University,[ESS],2017-11-05 13:43:10,36,-74,32.1053189,35.20611348,655.63330078125,6.432000160217285,WIFI
1c:b9:c4:15:fd:6c,Ariel_University,[ESS],2017-11-05 13:43:10,36,-85,32.1053189,35.20611348,655.63330078125,6.432000160217285,WIFI
ec:8c:a2:08:a2:48,Ariel_University,[ESS],2017-11-05 13:43:10,6,-76,32.1053189,35.20611348,655.63330078125,6.432000160217285,WIFI
f0:b0:52:be:c8:17,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:10,48,-83,32.1053189,35.20611348,655.63330078125,6.432000160217285,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2017-11-05 13:43:12,11,-62,32.10528664,35.20613528,657.6380615234375,6.432000160217285,WIFI
8c:0c:90:2d:7a:58,Ariel_University,[ESS],2017-11-05 13:43:14,6,-71,32.10525005,35.20616378,660.73046875,5.360000133514404,WIFI
8c:0c:90:30:05:18,Ariel_University,[ESS],2017-11-05 13:43:14,1,-65,32.10525005,35.20616378,660.73046875,5.360000133514404,WIFI
f0:b0:52:3e:d1:3c,Ariel_University,[ESS],2017-11-05 13:43:14,44,-88,32.10525005,35.20616378,660.73046875,5.360000133514404,WIFI
8c:0c:90:2f:ca:98,Ariel_University,[ESS],2017-11-05 13:43:16,6,-76,32.10521935,35.20617701,659.42529296875,5.360000133514404,WIFI
f0:b0:52:be:d1:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:16,44,-88,32.10521935,35.20617701,659.42529296875,5.360000133514404,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2017-11-05 13:43:20,11,-52,32.10517437,35.20619311,661.744140625,6.432000160217285,WIFI
ec:8c:a2:08:aa:d8,Ariel_University,[ESS],2017-11-05 13:43:20,6,-77,32.10517437,35.20619311,661.744140625,6.432000160217285,WIFI
8c:0c:90:30:05:18,Ariel_University,[ESS],2017-11-05 13:43:20,1,-60,32.10517437,35.20619311,661.744140625,6.432000160217285,WIFI
ec:8c:a2:08:95:8c,Ariel_University,[ESS],2017-11-05 13:43:20,52,-90,32.10517437,35.20619311,661.744140625,6.432000160217285,WIFI
f0:b0:52:3e:ca:3c,Ariel_University,[ESS],2017-11-05 13:43:22,48,-73,32.10516035,35.20619439,663.0126953125,6.432000160217285,WIFI
ec:8c:a2:88:aa:d7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:22,36,-86,32.10516035,35.20619439,663.0126953125,6.432000160217285,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-11-05 13:43:22,6,-79,32.10516035,35.20619439,663.0126953125,6.432000160217285,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],2017-11-05 13:43:22,36,-87,32.10516035,35.20619439,663.0126953125,6.432000160217285,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-11-05 13:43:24,6,-74,32.10515348,35.2062009,662.4888916015625,6.432000160217285,WIFI
f0:b0:52:be:cc:17,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:24,36,-80,32.10515348,35.2062009,662.4888916015625,6.432000160217285,WIFI
f0:b0:52:3e:cc:1c,Ariel_University,[ESS],2017-11-05 13:43:24,36,-81,32.10515348,35.2062009,662.4888916015625,6.432000160217285,WIFI
f0:b0:52:3e:c8:dc,Ariel_University,[ESS],2017-11-05 13:43:24,44,-90,32.10515348,35.2062009,662.4888916015625,6.432000160217285,WIFI
f0:b0:52:3e:d1:3c,Ariel_University,[ESS],2017-11-05 13:43:26,44,-82,32.10514655,35.20620034,665.229248046875,6.432000160217285,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],2017-11-05 13:43:26,6,-75,32.10514655,35.20620034,665.229248046875,6.432000160217285,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-11-05 13:43:28,6,-64,32.10513672,35.20620384,665.325439453125,7.504000186920166,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],2017-11-05 13:43:28,36,-80,32.10513672,35.20620384,665.325439453125,7.504000186920166,WIFI
ec:8c:a2:08:a2:4c,Ariel_University,[ESS],2017-11-05 13:43:28,36,-84,32.10513672,35.20620384,665.325439453125,7.504000186920166,WIFI
1c:b9:c4:96:28:87,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:28,44,-89,32.10513672,35.20620384,665.325439453125,7.504000186920166,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-11-05 13:43:28,6,-69,32.10513672,35.20620384,665.325439453125,7.504000186920166,WIFI
1c:b9:c4:16:28:8c,Ariel_University,[ESS],2017-11-05 13:43:28,44,-87,32.10513672,35.20620384,665.325439453125,7.504000186920166,WIFI
24:c9:a1:35:aa:b8,Ariel_University,[ESS],2017-11-05 13:43:28,2,-82,32.10513672,35.20620384,665.325439453125,7.504000186920166,WIFI
8c:0c:90:2d:79:28,Ariel_University,[ESS],2017-11-05 13:43:28,1,-82,32.10513672,35.20620384,665.325439453125,7.504000186920166,WIFI
ec:8c:a2:08:ae:38,Ariel_University,[ESS],2017-11-05 13:43:28,6,-85,32.10513672,35.20620384,665.325439453125,7.504000186920166,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],2017-11-05 13:43:30,44,-89,32.10513277,35.20621178,666.517333984375,5.360000133514404,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],2017-11-05 13:43:30,6,-82,32.10513277,35.20621178,666.517333984375,5.360000133514404,WIFI
ec:8c:a2:08:aa:d8,Ariel_University,[ESS],2017-11-05 13:43:32,6,-72,32.10512202,35.2062243,668.7352294921875,5.360000133514404,WIFI
f0:b0:52:be:d1:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:32,44,-77,32.10512202,35.2062243,668.7352294921875,5.360000133514404,WIFI
8c:0c:90:2e:0e:88,Ariel_University,[ESS],2017-11-05 13:43:34,6,-73,32.10510463,35.2062377,668.7880859375,4.288000106811523,WIFI
ec:8c:a2:08:ae:38,Ariel_University,[ESS],2017-11-05 13:43:34,6,-69,32.10510463,35.2062377,668.7880859375,4.288000106811523,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],2017-11-05 13:43:34,6,-76,32.10510463,35.2062377,668.7880859375,4.288000106811523,WIFI
ec:8c:a2:08:ae:3c,Ariel_University,[ESS],2017-11-05 13:43:34,36,-81,32.10510463,35.2062377,668.7880859375,4.288000106811523,WIFI
1c:b9:c4:15:33:d8,Ariel_University,[ESS],2017-11-05 13:43:34,1,-76,32.10510463,35.2062377,668.7880859375,4.288000106811523,WIFI
1c:b9:c4:15:33:dc,Ariel_University,[ESS],2017-11-05 13:43:34,36,-85,32.10510463,35.2062377,668.7880859375,4.288000106811523,WIFI
1c:b9:c4:15:36:78,Ariel_University,[ESS],2017-11-05 13:43:34,1,-82,32.10510463,35.2062377,668.7880859375,4.288000106811523,WIFI
f0:b0:52:3e:ce:38,Ariel_University,[ESS],2017-11-05 13:43:34,1,-83,32.10510463,35.2062377,668.7880859375,4.288000106811523,WIFI
1c:b9:c4:15:33:d8,Ariel_University,[ESS],2017-11-05 13:43:36,1,-68,32.10508275,35.20625012,668.8974609375,4.288000106811523,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],2017-11-05 13:43:36,11,-79,32.10508275,35.20625012,668.8974609375,4.288000106811523,WIFI
ec:8c:a2:08:ae:38,Ariel_University,[ESS],2017-11-05 13:43:38,6,-63,32.10506345,35.20625734,667.5360107421875,5.360000133514404,WIFI
1c:b9:c4:15:33:dc,Ariel_University,[ESS],2017-11-05 13:43:38,36,-79,32.10506345,35.20625734,667.5360107421875,5.360000133514404,WIFI
1c:b9:c4:95:33:d7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:38,36,-79,32.10506345,35.20625734,667.5360107421875,5.360000133514404,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],2017-11-05 13:43:38,1,-83,32.10506345,35.20625734,667.5360107421875,5.360000133514404,WIFI
f0:b0:52:3e:c7:bc,Ariel_University,[ESS],2017-11-05 13:43:38,44,-93,32.10506345,35.20625734,667.5360107421875,5.360000133514404,WIFI
ec:8c:a2:08:95:8c,Ariel_University,[ESS],2017-11-05 13:43:40,52,-84,32.1050437,35.2062663,668.3486328125,5.360000133514404,WIFI
ec:8c:a2:88:aa:d7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:40,36,-81,32.1050437,35.2062663,668.3486328125,5.360000133514404,WIFI
ec:8c:a2:88:ae:37,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:40,36,-83,32.1050437,35.2062663,668.3486328125,5.360000133514404,WIFI
d8:38:0d:05:1b:71,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:42,5,-86,32.1050144,35.20628034,669.0203857421875,5.360000133514404,WIFI
8c:0c:90:30:04:c8,Ariel_University,[ESS],2017-11-05 13:43:42,11,-78,32.1050144,35.20628034,669.0203857421875,5.360000133514404,WIFI
d8:38:0d:05:1a:f1,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:44,2,-74,32.1049952,35.20628905,671.76904296875,5.360000133514404,WIFI
f0:b0:52:be:c8:d7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:44,44,-89,32.1049952,35.20628905,671.76904296875,5.360000133514404,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],2017-11-05 13:43:44,2,-83,32.1049952,35.20628905,671.76904296875,5.360000133514404,WIFI
f0:b0:52:3e:c7:bc,Ariel_University,[ESS],2017-11-05 13:43:46,44,-88,32.10498921,35.20630057,673.67529296875,5.360000133514404,WIFI
f0:b0:52:be:c7:b7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:46,44,-88,32.10498921,35.20630057,673.67529296875,5.360000133514404,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:46,7,-86,32.10498921,35.20630057,673.67529296875,5.360000133514404,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],2017-11-05 13:43:46,1,-77,32.10498921,35.20630057,673.67529296875,5.360000133514404,WIFI
52:05:bf:ea:ff:54,SimLink,[IBSS],2017-11-05 13:43:48,1,-83,32.10497825,35.20630802,673.997802734375,5.360000133514404,WIFI
f0:b0:52:3e:d1:3c,Ariel_University,[ESS],2017-11-05 13:43:49,44,-76,32.10496825,35.20631073,674.283203125,5.360000133514404,WIFI
f0:b0:52:3e:cc:1c,Ariel_University,[ESS],2017-11-05 13:43:49,36,-76,32.10496825,35.20631073,674.283203125,5.360000133514404,WIFI
78:11:dc:1a:cf:d0,TamiRacheli,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-05 13:43:49,8,-73,32.10496825,35.20631073,674.283203125,5.360000133514404,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-11-05 13:43:49,11,-73,32.10496825,35.20631073,674.283203125,5.360000133514404,WIFI
ec:8c:a2:88:a2:47,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:51,36,-79,32.1049531,35.20631262,673.2291259765625,5.360000133514404,WIFI
8c:0c:90:2f:d5:68,Ariel_University,[ESS],2017-11-05 13:43:53,6,-77,32.10493553,35.20630794,673.334228515625,4.288000106811523,WIFI
24:c9:a1:35:aa:b8,Ariel_University,[ESS],2017-11-05 13:43:55,2,-77,32.10491955,35.20630749,673.9830322265625,4.288000106811523,WIFI
24:c9:a1:b5:aa:b3,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:55,2,-70,32.10491955,35.20630749,673.9830322265625,4.288000106811523,WIFI
e8:50:8b:05:94:c4,HP,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:55,1,-85,32.10491955,35.20630749,673.9830322265625,4.288000106811523,WIFI
ec:8c:a2:09:8c:6c,Ariel_University,[ESS],2017-11-05 13:43:55,36,-90,32.10491955,35.20630749,673.9830322265625,4.288000106811523,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],2017-11-05 13:43:57,36,-75,32.10489494,35.20631808,673.6810302734375,4.288000106811523,WIFI
24:c9:a1:35:aa:b8,Ariel_University,[ESS],2017-11-05 13:43:57,2,-71,32.10489494,35.20631808,673.6810302734375,4.288000106811523,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-11-05 13:43:57,6,-86,32.10489494,35.20631808,673.6810302734375,4.288000106811523,WIFI
24:c9:a1:35:aa:b8,Ariel_University,[ESS],2017-11-05 13:43:59,2,-66,32.10486655,35.20632225,674.4580078125,4.288000106811523,WIFI
ec:8c:a2:88:aa:d7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:59,36,-72,32.10486655,35.20632225,674.4580078125,4.288000106811523,WIFI
8c:0c:90:30:04:c8,Ariel_University,[ESS],2017-11-05 13:43:59,11,-71,32.10486655,35.20632225,674.4580078125,4.288000106811523,WIFI
8c:0c:90:b0:04:c3,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:43:59,11,-71,32.10486655,35.20632225,674.4580078125,4.288000106811523,WIFI
8c:0c:90:2f:cc:38,Ariel_University,[ESS],2017-11-05 13:43:59,11,-80,32.10486655,35.20632225,674.4580078125,4.288000106811523,WIFI
ec:8c:a2:09:8c:68,Ariel_University,[ESS],2017-11-05 13:43:59,1,-84,32.10486655,35.20632225,674.4580078125,4.288000106811523,WIFI
8c:0c:90:2f:cc:38,Ariel_University,[ESS],2017-11-05 13:44:03,11,-74,32.10481719,35.20634475,672.095703125,4.288000106811523,WIFI
ec:8c:a2:88:95:87,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:03,52,-86,32.10481719,35.20634475,672.095703125,4.288000106811523,WIFI
f0:b0:52:3e:d0:98,Ariel_University,[ESS],2017-11-05 13:44:07,1,-78,32.10477483,35.20637753,670.338134765625,5.360000133514404,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],2017-11-05 13:44:07,1,-82,32.10477483,35.20637753,670.338134765625,5.360000133514404,WIFI
f0:b0:52:3e:c8:5c,Ariel_University,[ESS],2017-11-05 13:44:07,44,-93,32.10477483,35.20637753,670.338134765625,5.360000133514404,WIFI
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],2017-11-05 13:44:09,6,-70,32.10475816,35.20639518,671.574462890625,4.288000106811523,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],2017-11-05 13:44:09,6,-79,32.10475816,35.20639518,671.574462890625,4.288000106811523,WIFI
42501_7211_3084804,Partner,UNKNOWN;il,2017-11-05 13:44:09,0,-113,32.10475816,35.20639518,671.574462890625,4.288000106811523,GSM
1c:b9:c4:16:cc:a8,Ariel_University,[ESS],2017-11-05 13:44:11,6,-64,32.10475033,35.2064153,670.305908203125,4.288000106811523,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],2017-11-05 13:44:11,44,-80,32.10475033,35.2064153,670.305908203125,4.288000106811523,WIFI
f0:b0:52:3e:c8:58,Ariel_University,[ESS],2017-11-05 13:44:11,6,-73,32.10475033,35.2064153,670.305908203125,4.288000106811523,WIFI
1c:b9:c4:96:cc:a7,,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:11,44,-80,32.10475033,35.2064153,670.305908203125,4.288000106811523,WIFI
14:ae:db:a2:bc:ad,Yosef12,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-05 13:44:11,6,-83,32.10475033,35.2064153,670.305908203125,4.288000106811523,WIFI
14:ae:db:53:3f:a5,bz300683,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:11,6,-87,32.10475033,35.2064153,670.305908203125,4.288000106811523,WIFI
1c:b9:c4:15:1f:58,Ariel_University,[ESS],2017-11-05 13:44:11,11,-80,32.10475033,35.2064153,670.305908203125,4.288000106811523,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-11-05 13:44:11,1,-82,32.10475033,35.2064153,670.305908203125,4.288000106811523,WIFI
f0:b0:52:3e:c8:5c,Ariel_University,[ESS],2017-11-05 13:44:13,44,-87,32.10474147,35.20644324,670.901611328125,4.288000106811523,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-11-05 13:44:13,11,-79,32.10474147,35.20644324,670.901611328125,4.288000106811523,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-11-05 13:44:13,6,-81,32.10474147,35.20644324,670.901611328125,4.288000106811523,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],2017-11-05 13:44:13,1,-85,32.10474147,35.20644324,670.901611328125,4.288000106811523,WIFI
ec:8c:a2:08:a2:48,Ariel_University,[ESS],2017-11-05 13:44:15,6,-71,32.10473389,35.20646516,669.1368408203125,4.288000106811523,WIFI
10:be:f5:3a:25:16,ariel_cyber,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:15,7,-81,32.10473389,35.20646516,669.1368408203125,4.288000106811523,WIFI
c0:ee:fb:5f:c6:ae,ONE E1001,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:15,3,-79,32.10473389,35.20646516,669.1368408203125,4.288000106811523,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],2017-11-05 13:44:17,36,-70,32.10472795,35.20648273,668.52587890625,4.288000106811523,WIFI
1c:b9:c4:15:fd:68,Ariel_University,[ESS],2017-11-05 13:44:17,11,-74,32.10472795,35.20648273,668.52587890625,4.288000106811523,WIFI
f0:b0:52:3e:c8:e8,Ariel_University,[ESS],2017-11-05 13:44:17,1,-77,32.10472795,35.20648273,668.52587890625,4.288000106811523,WIFI
1c:b9:c4:15:41:f8,Ariel_University,[ESS],2017-11-05 13:44:17,1,-79,32.10472795,35.20648273,668.52587890625,4.288000106811523,WIFI
14:ae:db:53:3f:a5,bz300683,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:19,6,-82,32.10471117,35.20649983,669.5006103515625,4.288000106811523,WIFI
06:ae:db:53:3f:a5,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-05 13:44:19,6,-80,32.10471117,35.20649983,669.5006103515625,4.288000106811523,WIFI
f0:b0:52:3e:c7:a8,Ariel_University,[ESS],2017-11-05 13:44:19,11,-71,32.10471117,35.20649983,669.5006103515625,4.288000106811523,WIFI
f0:b0:52:3e:d8:98,Ariel_University,[ESS],2017-11-05 13:44:21,1,-78,32.10468941,35.20651091,668.9769287109375,4.288000106811523,WIFI
00:27:22:f3:e0:83,,[ESS],2017-11-05 13:44:21,1,-81,32.10468941,35.20651091,668.9769287109375,4.288000106811523,WIFI
1c:b9:c4:15:41:fc,Ariel_University,[ESS],2017-11-05 13:44:21,44,-92,32.10468941,35.20651091,668.9769287109375,4.288000106811523,WIFI
ec:8c:a2:08:a2:4c,Ariel_University,[ESS],2017-11-05 13:44:23,36,-77,32.10466599,35.20652011,668.817138671875,5.360000133514404,WIFI
